density,vacancy_content,melting_temperature,heat_conductivity,band_gap,crystallinity_index,thermal_expansion_coeff,young_modulus,hardness,lattice_parameter,label
4.9963209507789,0.0393635520277442,1747.2816369333968,25.48384194272362,2.0,0.0923708392758966,6.417631226884523e-05,324.22668394417417,6.679328782883913,5.309526841134625,0
7.855951534491241,0.085454739320218,1352.30782500572,28.570672252160325,1.0,0.604191950743664,9.648535396153017e-05,325.51715339453057,3.4008252744721035,9.960637715534702,0
2.4646688973455957,0.077679843720863,1064.2191609641166,13.6353484285974,2.0,0.2212186560774561,8.273088444519279e-05,426.9634212058334,5.8537405503063935,6.737464128937513,0
8.92940916619948,0.0847547633054736,2287.7358551102525,28.70476620557471,0.5,0.2447929064157706,4.12901320123727e-05,474.1381603693088,9.658610564263183,8.505624487183859,0
6.80892009394567,0.0181817652837338,2525.8977570231223,25.69432321144428,2.0,0.33785712913695,6.900526885809068e-05,237.69965365952405,10.681890625694784,4.071681762523692,0
7.664580622368364,0.04303465323722,2518.973138376614,10.954841879846237,1.0,0.0436033835862126,3.1016945667044e-05,257.24988296318577,6.868704954400763,7.466942148521327,0
2.1646759543664196,0.0165499774663655,2772.14793419105,4.3101873293286666,1.5,0.9048927004979164,4.411213314382021e-05,315.5664114557826,18.238631978493835,8.415667413392143,0
9.759278817295954,0.0706604128994217,2458.067485658988,9.400178019261183,0.0,0.5155639447214952,8.966708598913653e-05,138.70972483612277,11.509654743440136,8.32861934784648,1
8.659541126403374,0.0535347768061656,2855.6201232953927,49.23468431831156,0.5,0.6709307929541091,9.504085332376448e-05,467.2997783727626,15.962061632634729,9.74515103922647,0
3.6987128854262097,0.0635323346708321,1665.3131996417828,23.958800539782143,1.0,0.0671728368950089,7.216291734579921e-05,244.84996692561768,18.560518815996023,3.4088796654902405,0
3.454599737656805,0.0196486966956211,2006.4188335030865,43.49992973040351,1.0,0.0541154678036494,3.806083718684232e-05,125.06915116220328,4.099567176940299,5.420455583646034,0
3.4672360788274705,0.0211745862052419,1028.1593265657814,42.58887086677332,2.0,0.5864677720405472,8.218572120749174e-05,393.2293250384978,9.129615190597056,6.335875072540071,0
4.433937943676302,0.0041497325509906,1013.9151746065824,26.06445831568081,2.0,0.887296010504208,3.560841090816598e-06,148.61811759979332,9.230997632577568,5.168344698744568,0
6.198051453057903,0.0322067535195729,1480.2532409030398,35.62769771456663,2.0,0.528482000959547,1.1171845143402688e-05,114.58817378233474,7.7349727583287295,5.168526595707296,0
5.455560149136926,0.0559744661333675,1201.6143942781705,10.444848510222904,1.5,0.8778191725700715,6.647599990116075e-05,303.29243397230323,1.1692114644811589,4.232900246829485,0
4.337157188281745,0.0953120114394137,2818.6082928120986,5.102482522336586,1.0,0.6577106691553425,4.3507117218528526e-05,101.985805538485,15.68621134631245,4.0842923823080906,0
